,code_module,code_presentation,id_student,gender,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,Early Bird,Last Minite,Late Reg,Regular Reg,sum_click,learning_pattern,learning_pattern_0,learning_pattern_1,learning_pattern_2,avg_ahead_ddl,std_assess_score,pass_prob
61,AAA,2013J,175991,0,2,8,0,0,180,0,1,0,0,0,138.0,0.0,1.0,0.0,0.0,16.2,9.071934744033381,0.3790287345469016
62,AAA,2013J,180753,1,2,3,0,0,120,0,1,0,0,0,2012.0,2.0,0.0,0.0,1.0,-2.8,8.619744775803978,0.7813922958876193
63,AAA,2013J,181316,0,2,8,1,0,120,0,1,0,0,0,487.0,0.0,1.0,0.0,0.0,1.0,13.243275663875812,0.510296719623395
64,AAA,2013J,183096,0,2,6,0,0,60,0,1,0,0,0,1975.0,2.0,0.0,0.0,1.0,0.6,2.8284271247461894,0.9300095872949136
65,AAA,2013J,183947,1,2,1,0,0,180,0,1,0,0,0,964.0,0.0,1.0,0.0,0.0,1.0,12.668859459319927,0.2908592653952668
66,AAA,2013J,184271,1,3,8,1,0,170,0,1,0,0,0,1312.0,2.0,0.0,0.0,1.0,-2.6,5.890670590009256,0.6931494807847381
67,AAA,2013J,185439,1,3,1,0,0,120,0,0,0,0,1,427.0,0.0,1.0,0.0,0.0,5.0,13.243275663875812,0.32487127031268437
68,AAA,2013J,186149,1,3,3,1,0,60,0,1,0,0,0,2136.0,2.0,0.0,0.0,1.0,8.6,11.999999999999998,0.8703771248012675
69,AAA,2013J,187100,1,2,5,1,0,60,0,1,0,0,0,8562.0,2.0,0.0,0.0,1.0,-2.0,1.095445115010332,0.999648166533372
70,AAA,2013J,188278,1,2,7,1,0,120,0,1,0,0,0,1434.0,1.0,0.0,1.0,0.0,0.0,13.243275663875812,0.4557181990383352
71,AAA,2013J,189879,1,2,9,0,0,120,0,1,0,0,0,1541.0,2.0,0.0,0.0,1.0,-0.6,6.268971207462994,0.7792460930194668
72,AAA,2013J,192183,0,1,9,0,0,60,0,1,0,0,0,3219.0,2.0,0.0,0.0,1.0,0.4,7.092249290598859,0.9732287728614936
73,AAA,2013J,195262,1,2,9,0,0,60,0,1,0,0,0,1905.0,1.0,0.0,1.0,0.0,1.0,13.243275663875812,0.7067418092046466
74,AAA,2013J,200860,1,1,5,1,0,60,0,1,0,0,0,534.0,0.0,1.0,0.0,0.0,-2.0,13.296616110875728,0.3575819512333273
75,AAA,2013J,202635,0,2,3,0,0,60,0,1,0,0,0,1418.0,0.0,1.0,0.0,0.0,10.333333333333334,4.163331998932267,0.7831324048262617
76,AAA,2013J,205350,1,3,8,1,0,60,0,1,0,0,0,1665.0,2.0,0.0,0.0,1.0,0.0,10.73312629199899,0.8571494490801966
77,AAA,2013J,205719,1,2,4,0,0,90,1,1,0,0,0,333.0,0.0,1.0,0.0,0.0,3.6666666666666665,14.571661996262929,0.2955227261681467
78,AAA,2013J,227499,0,2,1,1,0,60,0,1,0,0,0,2953.0,2.0,0.0,0.0,1.0,-1.0,0.5477225575051643,0.958456496390521
79,AAA,2013J,228082,1,3,6,0,0,60,0,1,0,0,0,227.0,0.0,1.0,0.0,0.0,0.0,9.502631214563678,0.4647902024170329
80,AAA,2013J,228222,1,1,5,0,0,60,0,1,0,0,0,445.0,0.0,1.0,0.0,0.0,6.8,10.183319694480774,0.37643881925491196
81,AAA,2013J,229179,1,2,2,0,0,60,0,1,0,0,0,614.0,0.0,1.0,0.0,0.0,-0.8,6.9641941385920605,0.4424680940429125
82,AAA,2013J,229361,1,2,5,0,0,60,0,1,0,0,0,1215.0,2.0,0.0,0.0,1.0,-1.0,3.24037034920393,0.7639690125396975
83,AAA,2013J,231554,1,2,4,0,0,240,0,0,0,0,1,1839.0,2.0,0.0,0.0,1.0,0.5,8.341662504161464,0.5949909459675011
84,AAA,2013J,235507,1,2,9,0,0,240,0,1,0,0,0,190.0,0.0,1.0,0.0,0.0,-1.0,13.243275663875812,0.17789955679971128
85,AAA,2013J,236284,1,4,9,0,0,60,0,0,0,0,1,732.0,0.0,1.0,0.0,0.0,1.6,10.41633332799983,0.68094911048215
86,AAA,2013J,238007,1,3,9,2,0,60,0,1,0,0,0,1935.0,2.0,0.0,0.0,1.0,0.0,8.228000972289685,0.8876725092503933
87,AAA,2013J,240712,1,3,8,0,0,80,0,1,0,0,0,321.0,0.0,1.0,0.0,0.0,0.0,7.293833011524187,0.4951185657799367
88,AAA,2013J,240884,1,2,9,0,0,120,0,1,0,0,0,427.0,0.0,1.0,0.0,0.0,-2.0,8.763560920082657,0.3986034768798195
89,AAA,2013J,241649,1,3,9,1,0,60,0,1,0,0,0,1892.0,2.0,0.0,0.0,1.0,-6.0,7.791020472312982,0.8924108140570763
90,AAA,2013J,241729,0,3,6,1,0,60,0,1,0,0,0,1829.0,2.0,0.0,0.0,1.0,1.0,5.412947441089743,0.9283342032742501
91,AAA,2013J,242793,1,3,2,1,0,60,0,1,0,0,0,658.0,0.0,1.0,0.0,0.0,-0.6,7.700649323271381,0.4892062239603547
92,AAA,2013J,246834,1,2,9,1,0,60,0,0,0,0,1,1174.0,0.0,1.0,0.0,0.0,-0.2,3.5777087639996634,0.6716589695875407
93,AAA,2013J,248270,1,1,2,0,0,90,0,1,0,0,0,1969.0,2.0,0.0,0.0,1.0,3.8,3.0495901363953806,0.7766052160052755
94,AAA,2013J,255548,1,1,2,1,0,60,0,1,0,0,0,2580.0,2.0,0.0,0.0,1.0,4.8,13.813037319865606,0.8471388878135928
95,AAA,2013J,256815,1,3,1,0,0,120,0,1,0,0,0,1481.0,2.0,0.0,0.0,1.0,4.6,3.768288736283355,0.7338617295652804
96,AAA,2013J,258392,0,1,3,0,0,60,0,1,0,0,0,844.0,0.0,1.0,0.0,0.0,2.2,3.834057902536163,0.6214553545298869
97,AAA,2013J,258894,0,1,7,1,0,60,0,1,0,0,0,4963.0,2.0,0.0,0.0,1.0,3.2,8.927485648266257,0.9930851374820325
98,AAA,2013J,260355,0,2,8,1,0,60,0,1,0,0,0,426.0,0.0,1.0,0.0,0.0,5.666666666666667,3.5355339059327378,0.6438648957770071
99,AAA,2013J,262011,1,2,2,1,0,60,0,1,0,0,0,1066.0,0.0,1.0,0.0,0.0,2.6,7.106335201775948,0.5255940198007746
100,AAA,2013J,262934,0,2,3,1,0,60,0,1,0,0,0,2407.0,2.0,0.0,0.0,1.0,-1.0,3.7815340802378086,0.9364976099258077
101,AAA,2013J,268073,1,2,1,1,0,90,0,1,0,0,0,3210.0,2.0,0.0,0.0,1.0,-2.2,7.021395872616783,0.9175199701473792
102,AAA,2013J,268733,1,2,3,0,0,180,0,0,0,0,1,188.0,0.0,1.0,0.0,0.0,5.5,11.313708498984761,0.1908961736914729
103,AAA,2013J,271251,1,2,8,1,0,60,0,1,0,0,0,3348.0,2.0,0.0,0.0,1.0,0.0,9.44986772394196,0.9581501793805843
104,AAA,2013J,277880,0,2,6,0,0,60,0,1,0,0,0,2016.0,2.0,0.0,0.0,1.0,7.0,2.516611478423583,0.9334242996833793
105,AAA,2013J,279572,1,1,4,0,0,60,0,1,0,0,0,1183.0,0.0,1.0,0.0,0.0,-3.0,3.898717737923585,0.5574365492024997
106,AAA,2013J,281022,0,2,3,0,0,150,0,1,0,0,0,492.0,0.0,1.0,0.0,0.0,1.4,2.6076809620810595,0.45871503642110434
107,AAA,2013J,281250,1,1,7,1,0,60,0,1,0,0,0,130.0,0.0,1.0,0.0,0.0,-2.2,10.014988766843425,0.31637580863287007
108,AAA,2013J,282821,1,2,3,1,0,60,0,1,0,0,0,1961.0,2.0,0.0,0.0,1.0,5.8,13.011533345459329,0.8126542336448529
109,AAA,2013J,286488,1,2,9,1,0,60,0,0,0,0,1,1046.0,0.0,1.0,0.0,0.0,2.0,9.72111104761179,0.616850260447629
110,AAA,2013J,287548,1,2,9,0,0,120,0,1,0,0,0,483.0,0.0,1.0,0.0,0.0,-0.4,4.381780460041329,0.43324227188354475
111,AAA,2013J,290201,1,2,2,0,0,60,0,1,0,0,0,1740.0,2.0,0.0,0.0,1.0,1.2,7.700649323271382,0.8003232105067717
112,AAA,2013J,290757,1,2,3,0,0,60,0,1,0,0,0,652.0,0.0,1.0,0.0,0.0,-0.8,3.605551275463989,0.48356282961649816
113,AAA,2013J,291334,1,2,9,1,0,60,0,1,0,0,0,5231.0,2.0,0.0,0.0,1.0,0.6,3.209361307176241,0.9937499824215533
114,AAA,2013J,293699,1,2,7,0,0,120,0,0,0,0,1,187.0,0.0,1.0,0.0,0.0,4.0,8.5,0.3239180193524927
115,AAA,2013J,294570,1,3,9,2,0,60,0,1,0,0,0,1775.0,2.0,0.0,0.0,1.0,-3.6,4.147288270665546,0.8803317520227555
116,AAA,2013J,294594,1,2,9,0,0,60,0,1,0,0,0,865.0,0.0,1.0,0.0,0.0,-1.4,6.418722614352484,0.6103686908627887
117,AAA,2013J,295741,1,2,4,1,0,240,0,0,0,0,1,709.0,0.0,1.0,0.0,0.0,-0.2,6.942621983083912,0.2122210700677721
118,AAA,2013J,296332,1,4,9,2,0,60,0,1,0,0,0,2152.0,2.0,0.0,0.0,1.0,-2.8,11.945710527214361,0.9198031833407871
119,AAA,2013J,298696,0,3,8,0,0,60,0,1,0,0,0,514.0,0.0,1.0,0.0,0.0,2.6,7.155417527999329,0.7180333750147391
120,AAA,2013J,300398,1,2,3,1,0,60,0,1,0,0,0,1997.0,2.0,0.0,0.0,1.0,-8.6,2.3874672772626626,0.844741183388393
121,AAA,2013J,302302,0,2,4,0,0,60,0,1,0,0,0,513.0,0.0,1.0,0.0,0.0,1.3333333333333333,0.5773502691896263,0.6376099684722896
122,AAA,2013J,305152,1,2,7,0,0,60,0,0,0,0,1,146.0,0.0,1.0,0.0,0.0,0.0,13.243275663875812,0.38458699263839385
123,AAA,2013J,305386,1,2,7,0,0,120,1,1,0,0,0,1277.0,0.0,1.0,0.0,0.0,0.0,3.391164991562634,0.5529655298025661
124,AAA,2013J,306107,1,2,5,1,0,120,0,1,0,0,0,987.0,0.0,1.0,0.0,0.0,-0.4,14.601369798755185,0.41475362175563685
125,AAA,2013J,306466,1,2,9,1,0,60,0,1,0,0,0,1220.0,2.0,0.0,0.0,1.0,-3.0,5.338539126015656,0.7850427559384295
126,AAA,2013J,306897,0,2,1,0,0,60,0,1,0,0,0,2742.0,2.0,0.0,0.0,1.0,-0.4,15.339491516996253,0.9389836922627274
127,AAA,2013J,307061,0,3,1,0,0,60,0,1,0,0,0,1081.0,0.0,1.0,0.0,0.0,0.0,2.949576240750526,0.7513036010532067
128,AAA,2013J,307866,1,2,7,0,0,60,0,1,0,0,0,1476.0,2.0,0.0,0.0,1.0,1.75,12.46327939722661,0.7957433355316662
129,AAA,2013J,311917,1,2,6,2,0,120,0,1,0,0,0,2230.0,2.0,0.0,0.0,1.0,0.2,8.899438184514795,0.8154190524952539
130,AAA,2013J,312537,1,4,9,2,0,60,0,1,0,0,0,12882.0,2.0,0.0,0.0,1.0,-1.6,1.788854381999833,0.9999966690006996
131,AAA,2013J,312782,1,2,9,0,0,60,0,1,0,0,0,281.0,0.0,1.0,0.0,0.0,-0.8,15.626899884494046,0.43087836780657107
132,AAA,2013J,318933,0,3,8,0,0,120,0,1,0,0,0,1281.0,2.0,0.0,0.0,1.0,-8.0,3.8470768123342696,0.8674645767744609
133,AAA,2013J,319047,0,2,5,0,0,60,0,1,0,0,0,6589.0,2.0,0.0,0.0,1.0,1.4,2.408318915758457,0.9989090278941216
134,AAA,2013J,321942,1,3,9,2,0,60,0,1,0,0,0,10083.0,2.0,0.0,0.0,1.0,-2.8,0.8944271909999173,0.9999433655563152
135,AAA,2013J,324002,1,3,4,1,0,60,0,1,0,0,0,1901.0,2.0,0.0,0.0,1.0,-0.6,6.6932802122726045,0.863182478535715
136,AAA,2013J,324084,0,2,1,1,0,60,0,1,0,0,0,1961.0,2.0,0.0,0.0,1.0,-0.6,14.046351839534706,0.8749812115475241
137,AAA,2013J,324282,1,2,9,0,0,120,0,1,0,0,0,133.0,0.0,1.0,0.0,0.0,-0.8,14.463747785411636,0.3105625819505853
138,AAA,2013J,331358,0,3,9,1,0,60,0,1,0,0,0,2376.0,1.0,0.0,1.0,0.0,-1.0,13.243275663875812,0.8917916211251332
139,AAA,2013J,332789,0,2,6,1,0,60,0,1,0,0,0,1655.0,0.0,1.0,0.0,0.0,-0.4,3.7815340802378064,0.8313329771387853
140,AAA,2013J,333059,1,2,2,0,0,120,0,1,0,0,0,301.0,0.0,1.0,0.0,0.0,-0.2,14.498275759551547,0.25387786407093077
141,AAA,2013J,333323,1,3,8,0,0,60,0,1,0,0,0,648.0,0.0,1.0,0.0,0.0,0.0,3.286335345030995,0.622465736624933
142,AAA,2013J,334259,0,2,5,0,0,150,0,1,0,0,0,332.0,0.0,1.0,0.0,0.0,0.5,5.656854249492381,0.4373068054068575
143,AAA,2013J,334333,0,2,0,0,0,240,1,1,0,0,0,303.0,0.0,1.0,0.0,0.0,-1.0,13.243275663875812,0.18155829071012658
144,AAA,2013J,335764,0,2,2,0,0,60,0,1,0,0,0,2286.0,2.0,0.0,0.0,1.0,1.6666666666666667,0.5773502691896247,0.935416806827761
145,AAA,2013J,336207,1,2,9,0,0,120,0,1,0,0,0,1316.0,2.0,0.0,0.0,1.0,-2.0,4.8166378315169185,0.7464047024042334
146,AAA,2013J,339972,1,2,8,0,0,60,0,1,0,0,0,333.0,0.0,1.0,0.0,0.0,-0.4,11.584472366059664,0.4476149006066126
147,AAA,2013J,341872,1,1,4,0,0,180,0,0,0,0,1,201.0,0.0,1.0,0.0,0.0,16.0,3.633180424916991,0.19006441950114128
148,AAA,2013J,342007,0,3,7,0,0,60,0,1,0,0,0,880.0,0.0,1.0,0.0,0.0,1.0,13.243275663875812,0.7478641174877388
149,AAA,2013J,342514,1,1,5,2,0,60,0,1,0,0,0,1950.0,2.0,0.0,0.0,1.0,-10.0,6.457553716385174,0.7945826081049226
150,AAA,2013J,342972,1,3,0,0,0,60,0,1,0,0,0,838.0,0.0,1.0,0.0,0.0,-2.0,7.733045971672483,0.5211905148252417
151,AAA,2013J,343446,1,3,7,1,0,120,0,1,0,0,0,3644.0,2.0,0.0,0.0,1.0,2.4,4.505552130427523,0.9641302953155217
152,AAA,2013J,344282,1,2,1,0,0,60,0,0,0,0,1,65.0,0.0,1.0,0.0,0.0,-1.0,7.886697661252141,0.3072035532204092
153,AAA,2013J,345068,1,2,6,0,0,180,1,1,0,0,0,547.0,0.0,1.0,0.0,0.0,1.6,5.70087712549569,0.27345063517650936
154,AAA,2013J,345357,1,2,3,0,0,60,0,0,0,0,1,2219.0,2.0,0.0,0.0,1.0,-2.4,8.234075540095562,0.8686114298540274
155,AAA,2013J,346025,1,2,5,0,0,120,0,1,0,0,0,569.0,0.0,1.0,0.0,0.0,-1.0,4.335896677735759,0.3921496885694563
156,AAA,2013J,350188,1,3,8,1,0,60,0,1,0,0,0,761.0,0.0,1.0,0.0,0.0,0.0,2.167948338867879,0.631633857417991
157,AAA,2013J,357668,1,2,1,0,0,60,0,1,0,0,0,166.0,0.0,1.0,0.0,0.0,0.0,7.211102550927978,0.3288339744485436
158,AAA,2013J,364177,1,1,7,1,0,60,0,1,0,0,0,821.0,0.0,1.0,0.0,0.0,-2.5,5.354126134736337,0.4912075120796845
159,AAA,2013J,365244,0,2,0,0,0,120,0,1,0,0,0,891.0,0.0,1.0,0.0,0.0,0.0,5.412947441089743,0.5403914543936255
160,AAA,2013J,365642,1,1,1,1,0,60,0,1,0,0,0,2129.0,2.0,0.0,0.0,1.0,-1.8,5.147815070493501,0.8015604500009157
161,AAA,2013J,366483,1,3,4,0,0,60,0,0,0,0,1,1465.0,2.0,0.0,0.0,1.0,-2.2,14.93987951758648,0.7967163863058742
162,AAA,2013J,368194,0,2,5,0,0,120,1,1,0,0,0,437.0,0.0,1.0,0.0,0.0,5.2,6.348228099241551,0.47227801191590546
163,AAA,2013J,368824,1,3,5,1,0,120,0,1,0,0,0,292.0,0.0,1.0,0.0,0.0,-0.8,14.117365193264643,0.32502913673341155
164,AAA,2013J,368963,1,1,0,0,0,180,0,0,0,0,1,677.0,0.0,1.0,0.0,0.0,-5.4,7.5696763471102235,0.20301581419694542
165,AAA,2013J,376581,0,2,8,1,0,60,0,1,0,0,0,2333.0,2.0,0.0,0.0,1.0,2.0,13.311649033834989,0.9397216450807331
166,AAA,2013J,380953,1,2,8,0,0,60,0,1,0,0,0,1062.0,2.0,0.0,0.0,1.0,-2.0,6.760177512462229,0.7590077119316655
167,AAA,2013J,383254,1,2,9,0,0,120,0,1,0,0,0,543.0,0.0,1.0,0.0,0.0,1.6,7.197221686178634,0.43370848439385234
168,AAA,2013J,386952,1,2,7,0,0,120,0,1,0,0,0,910.0,2.0,0.0,0.0,1.0,1.8,5.0,0.6409477269076244
169,AAA,2013J,388722,0,1,8,1,0,60,0,1,0,0,0,671.0,0.0,1.0,0.0,0.0,2.0,5.932958789676531,0.6262442112455551
170,AAA,2013J,388885,1,2,9,1,0,60,0,1,0,0,0,875.0,0.0,1.0,0.0,0.0,-1.8,9.44986772394196,0.5764431142151457
171,AAA,2013J,390890,1,2,0,0,0,90,0,1,0,0,0,639.0,0.0,1.0,0.0,0.0,1.3333333333333333,13.796134724383254,0.33851818641241155
172,AAA,2013J,392756,1,2,7,0,0,120,0,1,0,0,0,363.0,0.0,1.0,0.0,0.0,0.0,13.171939872319491,0.33593678018899314
173,AAA,2013J,392931,0,2,5,1,0,120,0,1,0,0,0,3003.0,2.0,0.0,0.0,1.0,4.2,4.979959839195491,0.9501521207097903
174,AAA,2013J,393207,1,2,6,0,0,60,0,1,0,0,0,876.0,0.0,1.0,0.0,0.0,-1.0,4.2661458015403095,0.5783149937090092
175,AAA,2013J,396872,1,3,5,0,0,180,0,0,0,0,1,996.0,0.0,1.0,0.0,0.0,3.0,5.079370039680118,0.4509131151478729
176,AAA,2013J,398552,1,1,9,0,0,240,0,1,0,0,0,1183.0,0.0,1.0,0.0,0.0,-0.6,5.594640292279745,0.33102600927576403
